Store_ID,subprovince,Title,URL
E122,HCM,PH-Ng. Anh Thu D12,"https://www.google.com/maps/place/Pizza+Hut+Nguy%E1%BB%85n+%E1%BA%A2nh+Th%E1%BB%A7/@10.8576157,106.606023,17z/data=!4m8!3m7!1s0x31752a3e4c09e1d7:0xeca73f4014b7f33c!8m2!3d10.8576104!4d106.6086033!9m1!1b1!16s%2Fg%2F11by_yhgl6?entry=ttu&hl=vi"
E106,HCM,PH-Nguyen Trai,"https://www.google.com/maps/place/Pizza+Hut+Nguy%E1%BB%85n+Tr%C3%A3i/@10.7565108,106.6735099,17z/data=!4m18!1m9!3m8!1s0x31752fe7063cb6e5:0xa42eeb4881773534!2zUGl6emEgSHV0IE5ndXnhu4VuIFRyw6Np!8m2!3d10.7565055!4d106.6760848!9m1!1b1!16s%2Fg%2F11whr7l3bf!3m7!1s0x31752fe7063cb6e5:0xa42eeb4881773534!8m2!3d10.7565055!4d106.6760848!9m1!1b1!16s%2Fg%2F11whr7l3bf?hl=en-GB&hl=vi&entry=ttu&g_ep=EgoyMDI1MDExMC4wIKXMDSoASAFQAw%3D%3D?entry=ttu&hl=vi"
E113,HCM,PH-Phan Xich Long,"https://www.google.com/maps/place/Pizza+Hut+Phan+X%C3%ADch+Long/@10.7971866,106.6881064,17z/data=!4m8!3m7!1s0x317528d05da1162d:0x34cca8d2fbc0d8de!8m2!3d10.7971813!4d106.6906867!9m1!1b1!16s%2Fg%2F11rs01d59?entry=ttu&hl=vi"
E118,HCM,PH-Vo Van Ngan,"https://www.google.com/maps/place/Pizza+Hut+V%C3%B5+V%C4%83n+Ng%C3%A2n/@10.8510943,106.7537697,17z/data=!4m8!3m7!1s0x317527bd7c6f803f:0xf0d6105115e0676f!8m2!3d10.851089!4d106.75635!9m1!1b1!16s%2Fg%2F11b7jc9y61?entry=ttu&hl=vi"
E119,HCM,PH-Xo Viet NT,"https://www.google.com/maps/place/Pizza+Hut+X%C3%B4+Vi%E1%BA%BFt+Ngh%E1%BB%87+T%C4%A9nh/@10.7951297,106.7068117,17z/data=!4m8!3m7!1s0x317528b19b05b10b:0x90e405de2be55c6f!8m2!3d10.7951244!4d106.709392!9m1!1b1!16s%2Fg%2F11bw_7k1xt?entry=ttu&hl=vi"
D903,HCM,PHD-Cach Mang T8,"https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Pizza+Hut/@10.7874866,106.6605818,17z/data=!4m8!3m7!1s0x31752ecd971c08a3:0xb5ee3b94c947732b!8m2!3d10.7874813!4d106.6631621!9m1!1b1!16s%2Fg%2F11btrscp9x?entry=ttu&hl=vi"
D904,HCM,PHD-Ng Tri Phuong,"https://www.google.com/maps/place/Pizza+Hut+Nguy%E1%BB%85n+Tri+Ph%C6%B0%C6%A1ng/@10.7633763,106.6652957,17z/data=!4m8!3m7!1s0x31752ee4294b27c3:0x2b428aa39b8f7260!8m2!3d10.763371!4d106.667876!9m1!1b1!16s%2Fg%2F11c6004qnt?entry=ttu&hl=vi"
D902,HCM,PHD-Sky Garden,"https://www.google.com/maps/place/Pizza+Hut+Sky+Garden/@10.7292927,106.7037818,17z/data=!4m8!3m7!1s0x31752f91542f2a21:0x717d8a3c063b8683!8m2!3d10.7292874!4d106.7063621!9m1!1b1!16s%2Fg%2F11xkv9533?entry=ttu&hl=vi"
D901,HCM,PHD-Tran Hung Dao,"https://www.google.com/maps/place/Pizza+Hut/@10.7669353,106.6915087,17z/data=!4m8!3m7!1s0x31752f15e3add82b:0xf7ae01f880253910!8m2!3d10.76693!4d106.694089!9m1!1b1!16s%2Fg%2F11xm93x21?entry=ttu&hl=vi"
D910,HCM,Pham Van Chieu,"https://www.google.com/maps/place/Pizza+Hut+Ph%E1%BA%A1m+V%C4%83n+Chi%C3%AAu/@10.8461828,106.6418077,17z/data=!4m8!3m7!1s0x3175299a7b856d2d:0xdb678a24ef61985c!8m2!3d10.8461775!4d106.644388!9m1!1b1!16s%2Fg%2F11c60gc92d?entry=ttu&hl=vi"
D937,HCM,Phan Van Hon,"https://www.google.com/maps/place/Pizza+Hut+Phan+V%C4%83n+H%E1%BB%9Bn/@10.8363425,106.6012468,17z/data=!4m8!3m7!1s0x31752b0e5dfbba2b:0x6544a64363f4ed32!8m2!3d10.8363372!4d106.6038271!9m1!1b1!16s%2Fg%2F11sdn163y5?entry=ttu&hl=vi"
D916,HCM,Pho Quang,"https://www.google.com/maps/place/Pizza+Hut+Ph%E1%BB%95+Quang/@10.8063924,106.6658041,17z/data=!4m8!3m7!1s0x317529246e8bbda3:0x6b2cc3ed78a26d02!8m2!3d10.8063871!4d106.6683844!9m1!1b1!16s%2Fg%2F11f0_fvjt7?entry=ttu&hl=vi"
D929,HCM,ST Center Thu Duc,"https://www.google.com/maps/place/Pizza+Hut+ST+Center/@10.8727166,106.7305633,17z/data=!4m8!3m7!1s0x317527c16f3d70f7:0x7cf548fb51c19a8b!8m2!3d10.8727113!4d106.7331436!9m1!1b1!16s%2Fg%2F11fm_3vw2k?entry=ttu&hl=vi"
D933,HCM,Thao Dien,"https://www.google.com/maps/place/Pizza+Hut+Th%E1%BA%A3o+%C4%90i%E1%BB%81n/@10.8028921,106.7264645,17z/data=!4m8!3m7!1s0x3175275a20e65997:0x80ed88c1b3d5568e!8m2!3d10.8028868!4d106.7290448!9m1!1b1!16s%2Fg%2F11q2ypgt1v?entry=ttu&hl=vi"
D936,HCM,Thiso Mall,"https://www.google.com/maps/place/Pizza+Hut+Thiso+Mall/@10.7721167,106.7169699,17z/data=!4m8!3m7!1s0x31752f0de708e1bf:0xd69f420f44d91b53!8m2!3d10.7721115!4d106.7218355!9m1!1b1!16s%2Fg%2F11tk02m6qr?entry=ttu&hl=vi"
D919,HCM,Thong Nhat,"https://www.google.com/maps/place/Pizza+Hut+Th%E1%BB%91ng+Nh%E1%BA%A5t/@10.8454606,106.6623303,17z/data=!4m8!3m7!1s0x317529ed39330ae9:0xd39057cd30fb213f!8m2!3d10.8454553!4d106.6649106!9m1!1b1!16s%2Fg%2F11ghljq0yh?entry=ttu&hl=vi"
D927,HCM,Tinh Lo 10,"https://www.google.com/maps/place/Pizza+Hut+T%E1%BB%89nh+L%E1%BB%99+10/@10.7566094,106.620787,17z/data=!4m8!3m7!1s0x31752d2497522269:0xa514e33d535ceb9b!8m2!3d10.7566041!4d106.6233673!9m1!1b1!16s%2Fg%2F11g_x4zbv4?entry=ttu&hl=vi"
D912,HCM,Tran Nao,"https://www.google.com/maps/place/Pizza+Hut+Tr%E1%BA%A7n+N%C3%A3o/@10.7977424,106.729071,17z/data=!4m8!3m7!1s0x31752604d03a2be7:0xa4fa226d4f7df47e!8m2!3d10.7977371!4d106.7316513!9m1!1b1!16s%2Fg%2F11c5wht_pg?entry=ttu&hl=vi"
D853,Hai Phong,AEON Hai Phong,"https://www.google.com/maps/place/Pizza+Hut+Aeon+Mall+H%E1%BA%A3i+Ph%C3%B2ng/@20.8325452,106.6803484,17z/data=!4m8!3m7!1s0x314a71a7fd83e02f:0x6ea3312ff4e67ab9!8m2!3d20.8325402!4d106.6829287!9m1!1b1!16s%2Fg%2F11n06k60v6?entry=ttu&hl=vi"
D851,Hai Phong,HS-To Hieu HP,"https://www.google.com/maps/place/Pizza+Hut+T%C3%B4+Hi%E1%BB%87u/@20.8514327,106.6800745,17z/data=!4m8!3m7!1s0x314a7b0eb8028347:0x212be46ea532da28!8m2!3d20.8514277!4d106.6826548!9m1!1b1!16s%2Fg%2F11bzx8dsh4?entry=ttu&hl=vi"
E271,Hai Phong,PH-Minh Khai HP,"https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Pizza+Hut/@20.861482,106.6852337,15z/data=!4m18!1m9!3m8!1s0x314a7af232aa0075:0xdeca4ae8af779577!2zTmjDoCBIw6BuZyBQaXp6YSBIdXQ!8m2!3d20.861482!4d106.6852337!9m1!1b1!16s%2Fg%2F11b6dqhrvd!3m7!1s0x314a7af232aa0075:0xdeca4ae8af779577!8m2!3d20.861482!4d106.6852337!9m1!1b1!16s%2Fg%2F11b6dqhrvd?entry=ttu&hl=vi"
D854,Hai Phong,Tran Phu Hai Phong,"https://www.google.com/maps/place/Pizza+Hut+Tr%E1%BA%A7n+Ph%C3%BA/@20.8581775,106.6838758,17z/data=!4m8!3m7!1s0x314a7bac134a076b:0x1943ba7e046a6490!8m2!3d20.8581725!4d106.6864561!9m1!1b1!16s%2Fg%2F11k4jdthxm?entry=ttu&hl=vi"
D852,Hai Phong,Van Cao-HP,"https://www.google.com/maps/place/Pizza+Hut+V%C4%83n+Cao/@20.834742,106.6989642,17z/data=!4m8!3m7!1s0x314a7b29d780ce65:0xc8e23d5badde15c2!8m2!3d20.834737!4d106.7015445!9m1!1b1!16s%2Fg%2F11h1srf375?entry=ttu&hl=vi"
D817,Hanoi,AEON Ha Dong,"https://www.google.com/maps/place/Pizza+Hut/@20.9896407,105.7512869,15z/data=!4m8!3m7!1s0x31345390138aae21:0xbe15c090666a3f4a!8m2!3d20.9896407!4d105.7512869!9m1!1b1!16s%2Fg%2F11fpjshc8_?entry=ttu&hl=vi"
D815,Hanoi,An Binh City,"https://www.google.com/maps/place/Pizza+Hut/@21.0511368,105.776335,17z/data=!4m8!3m7!1s0x3135ab64bbc6cd71:0xb239a9f92ca45de2!8m2!3d21.0511318!4d105.7789153!9m1!1b1!16s%2Fg%2F11fnxrkfw6?entry=ttu&hl=vi"
D818,Hanoi,Bach Mai,"https://www.google.com/maps/place/Pizza+Hut/@21.0031218,105.8481934,17z/data=!4m8!3m7!1s0x3135adca18c61aa7:0x8d7092cf5619de8b!8m2!3d21.0031168!4d105.8507737!9m1!1b1!16s%2Fg%2F11h94ths9m?entry=ttu&hl=vi"
D806,Hanoi,BigC Artemis,"https://www.google.com/maps/place/Pizzahut/@20.9995776,105.8257966,17z/data=!4m18!1m9!3m8!1s0x3135ac878fbba82d:0xadb3980174506937!2sPizzahut!8m2!3d20.9995776!4d105.8283715!9m1!1b1!16s%2Fg%2F11hblpfrbf!3m7!1s0x3135ac878fbba82d:0xadb3980174506937!8m2!3d20.9995776!4d105.8283715!9m1!1b1!16s%2Fg%2F11hblpfrbf?entry=ttu&hl=vi"
D813,Hanoi,Eco Green,"https://www.google.com/maps/place/Pizza+Hut/@20.9835849,105.8059737,17z/data=!4m8!3m7!1s0x3135add48d1c7935:0xecf898427332acda!8m2!3d20.9835799!4d105.808554!9m1!1b1!16s%2Fg%2F11fll7_m8j?entry=ttu&hl=vi"
D824,Hanoi,Eco Home,"https://www.google.com/maps/place/Pizza+Hut+EcoHome/@21.085477,105.7827019,17z/data=!4m8!3m7!1s0x3135abdbc627879d:0x970fa72da8bf3188!8m2!3d21.085472!4d105.7852822!9m1!1b1!16s%2Fg%2F11k4jccpc_?entry=ttu&hl=vi"
D804,Hanoi,HS-Ho Guom Plaza,"https://www.google.com/maps/place/pizza+hut/@20.9790367,105.7830658,17z/data=!4m8!3m7!1s0x3135accd87d829a7:0xd03383583cb77472!8m2!3d20.9790317!4d105.7856461!9m1!1b1!16s%2Fg%2F11c682k6gh?entry=ttu&hl=vi"
D803,Hanoi,HS-Phan Chu Trinh,"https://www.google.com/maps/place/Pizzahut/@21.0187981,105.852448,17z/data=!4m8!3m7!1s0x3135abed7e8a0479:0xfb04148455aeb534!8m2!3d21.0187931!4d105.8550283!9m1!1b1!16s%2Fg%2F11gffdqbyl?entry=ttu&hl=vi"
D814,Hanoi,Ho Tung Mau,"https://www.google.com/maps/place/Pizza+Hut/@21.0402914,105.7637515,17z/data=!4m8!3m7!1s0x313455f44df089c7:0xfcf4551a20557f11!8m2!3d21.0402864!4d105.7663318!9m1!1b1!16s%2Fg%2F11h4rgl7kr?entry=ttu&hl=vi"
D808,Hanoi,Linh Dam,"https://www.google.com/maps/place/Pizza+Hut/@20.9633706,105.822858,17z/data=!4m8!3m7!1s0x3135ad01d7928ad3:0x3540ae47adaa071!8m2!3d20.9633656!4d105.8254383!9m1!1b1!16s%2Fg%2F11f13mdxn0?entry=ttu&hl=vi"
D820,Hanoi,Long Bien HN,"https://www.google.com/maps/place/Pizza+Hut/@21.0444776,105.871079,17z/data=!4m8!3m7!1s0x3135abd6ff77cc5b:0x830593c851694e4d!8m2!3d21.0444726!4d105.8736593!9m1!1b1!16s%2Fg%2F11px9cgrmx?entry=ttu&hl=vi"
D816,Hanoi,Manor Me Tri,"https://www.google.com/maps/place/Pizza+Hut/@21.0136054,105.7732203,17z/data=!4m8!3m7!1s0x3134531b1074fac9:0x5263463a8ddd14ac!8m2!3d21.0136004!4d105.7758006!9m1!1b1!16s%2Fg%2F11j0rwywlm?entry=ttu&hl=vi"
D811,Hanoi,Nghi Tam,"https://www.google.com/maps/place/Pizza+Hut/@21.0541841,105.8344187,17z/data=!4m8!3m7!1s0x3135abb20a504907:0x70621bc599f48e31!8m2!3d21.0541791!4d105.836999!9m1!1b1!16s%2Fg%2F11h6v0lvz8?entry=ttu&hl=vi"
D819,Hanoi,Nguyen Tuan,"https://www.google.com/maps/place/Pizza+Hut/@20.9986328,105.8003515,17z/data=!4m8!3m7!1s0x3135ad0e61acaf69:0xf823d43de87b8c7!8m2!3d20.9986278!4d105.8029318!9m1!1b1!16s%2Fg%2F11jh3mwgk3?entry=ttu&hl=vi"
E201,Hanoi,PH-BigC TL,"https://www.google.com/maps/place/Pizza+Hut/@21.0068652,105.7905171,17z/data=!4m8!3m7!1s0x3135acaf5c154f4b:0x12d692e270f0a5c3!8m2!3d21.0068602!4d105.7930974!9m1!1b1!16s%2Fg%2F1tdxmxs_?entry=ttu&hl=vi"
E208,Hanoi,PH-Kim Ma,"https://www.google.com/maps/place/Pizza+Hut/@21.0303178,105.8131068,17z/data=!4m8!3m7!1s0x3135ab6d986ce97f:0x207763a260ea127e!8m2!3d21.0303128!4d105.8156871!9m1!1b1!16s%2Fg%2F11bxfyfxbz?entry=ttu&hl=vi"
E207,Hanoi,PH-Me Linh,"https://www.google.com/maps/place/Pizza+Hut/@20.9645647,105.7722833,15z/data=!4m8!3m7!1s0x3134535dd0c0d277:0xfbfbdf01bfbe3fab!8m2!3d20.9645647!4d105.7722833!9m1!1b1!16s%2Fg%2F11f6d8z4rr?entry=ttu&hl=vi"
E209,Hanoi,PH-Royal City,"https://www.google.com/maps/place/Pizza+Hut/@21.0019628,105.8142304,17z/data=!3m1!5s0x3135ac9b1945eb89:0xcf7ee1e56ba6d786!4m8!3m7!1s0x3135ac852c855551:0x63ac03e6a2b0110d!8m2!3d21.0019578!4d105.8168107!9m1!1b1!16s%2Fg%2F11c6lgwk8t?entry=ttu&hl=vi"
E205,Hanoi,PH-Savico,"https://www.google.com/maps/place/Pizza+Hut/@21.050496,105.8907907,17z/data=!4m8!3m7!1s0x3135a99de340d7bf:0xa966b6c6c8ecf1f6!8m2!3d21.050491!4d105.893371!9m1!1b1!16s%2Fg%2F11g8k44d8j?entry=ttu&hl=vi"
E210,Hanoi,PH-Times City,"https://www.google.com/maps/place/Pizza+Hut/@20.9936739,105.8658059,17z/data=!3m1!5s0x3135ac04b9b651ed:0xcf7ee1e517b8bb2d!4m8!3m7!1s0x3135ac1b33f7fbff:0x23f216d37e7ab837!8m2!3d20.9936689!4d105.8683862!9m1!1b1!16s%2Fg%2F11c5_20jhc?entry=ttu&hl=vi"
E204,Hanoi,PH-Ton Duc Thang,"https://www.google.com/maps/place/Pizza+Hut/@21.0260615,105.8306237,17z/data=!4m8!3m7!1s0x3135ab9c222e523f:0xbde26db4921a817c!8m2!3d21.0260565!4d105.833204!9m1!1b1!16s%2Fg%2F11c2lrv1kq?entry=ttu&hl=vi"
E202,Hanoi,PH-Vincom,"https://www.google.com/maps/place/Pizza+Hut/@21.0116633,105.8496624,15z/data=!3m1!5s0x3135ab8ba7e8fd91:0xcf7ee1e503c73558!4m8!3m7!1s0x3135ab8ba8a21981:0xcd603091516ef764!8m2!3d21.0116633!4d105.8496624!9m1!1b1!16s%2Fg%2F11g6qjl8f0?entry=ttu&hl=vi"
D801,Hanoi,PHD-Trung Hoa,"https://www.google.com/maps/place/Pizza+Hut/@21.0172397,105.7990996,15z/data=!4m8!3m7!1s0x3135ab594f0527f9:0xc956ed41977d7fd2!8m2!3d21.0172397!4d105.7990996!9m1!1b1!16s%2Fg%2F11c2kc9bvy?entry=ttu&hl=vi"
D805,Hanoi,Thai Thinh,"https://www.google.com/maps/place/Pizza+Hut/@21.0145332,105.8114684,17z/data=!4m8!3m7!1s0x3135ab635749dbe1:0x50277deca6f1cf86!8m2!3d21.0145282!4d105.8140487!9m1!1b1!16s%2Fg%2F11gh_46gmp?entry=ttu&hl=vi"
D807,Hanoi,Tran Dang Ninh,"https://www.google.com/maps/place/Pizzahut/@21.0365658,105.791604,17z/data=!4m8!3m7!1s0x3135ab381ca86eb5:0x92747efab7479f4b!8m2!3d21.0365608!4d105.7941843!9m1!1b1!16s%2Fg%2F11gffbbcc1?entry=ttu&hl=vi"
D823,Hanoi,Tran Nguyen Dan,"https://www.google.com/maps/place/Pizza+Hut+Tr%E1%BA%A7n+Nguy%C3%AAn+%C4%90%C3%A1n/@20.9864922,105.8300971,17z/data=!4m8!3m7!1s0x3135adda522e58a7:0xd20b9444997e1198!8m2!3d20.9864872!4d105.8326774!9m1!1b1!16s%2Fg%2F11s9h7mph6?entry=ttu&hl=vi"
D809,Hanoi,Truong Dinh Plaza,"https://www.google.com/maps/place/Pizza+Hut/@20.98432,105.8436831,17z/data=!4m8!3m7!1s0x3135ac69f8f36e73:0xc2b3f561f6b66b41!8m2!3d20.984315!4d105.8462634!9m1!1b1!16s%2Fg%2F11ggt3z63k?entry=ttu&hl=vi"
D812,Hanoi,Xa Dan,"https://www.google.com/maps/place/Pizza+Hut/@21.0139481,105.8314313,17z/data=!4m8!3m7!1s0x3135ab87be615123:0x8ae58a34f771c31e!8m2!3d21.0139431!4d105.8340116!9m1!1b1!16s%2Fg%2F11h7nb5cyj?entry=ttu&hl=vi"
D822,Hanoi,Xala Ha Dong,"https://www.google.com/maps/place/Pizza+Hut/@20.9625896,105.7896559,17z/data=!4m8!3m7!1s0x3135ad834fb1a795:0xc5f2551498011ac7!8m2!3d20.9625847!4d105.7945215!9m1!1b1!16s%2Fg%2F11sx21yylt?entry=ttu&hl=vi"
D810,Hanoi,Xuan La,"https://www.google.com/maps/place/Pizza+Hut/@21.0626703,105.8078801,15z/data=!4m8!3m7!1s0x3135ab17c3669e9b:0xfaa5cbe0b378eeb0!8m2!3d21.0626703!4d105.8078801!9m1!1b1!16s%2Fg%2F11h3mw4t2d?entry=ttu&hl=vi"
D821,Hanoi,Xuan Thuy HN,"https://www.google.com/maps/place/Pizza+Hut/@21.0364083,105.7839732,15z/data=!4m8!3m7!1s0x313454b54cc3eef1:0xb33b5544b0b5b71e!8m2!3d21.0364083!4d105.7839732!9m1!1b1!16s%2Fg%2F11c5wp2q8y?entry=ttu&hl=vi"
D827,Hanoi,Lieu Giai,"https://www.google.com/maps/place/Pizza+Hut+Signature+-+Li%E1%BB%85u+Giai/@21.0346699,105.8116191,17z/data=!4m8!3m7!1s0x3135abbe0d853e5b:0x5554ee0002a83f38!8m2!3d21.0346699!4d105.814194!9m1!1b1!16s%2Fg%2F11lcktpc0b?entry=ttu&hl=vi"
D848,Hung Yen,Eco Park Hung Yen,"https://www.google.com/maps/place/Pizza+Hut+Westbay+Ecopark/@20.9485874,105.9340402,15z/data=!4m18!1m9!3m8!1s0x3135af51cf8a0123:0xb997f0a6241e96e!2sPizza+Hut+Westbay+Ecopark!8m2!3d20.9485874!4d105.9340402!9m1!1b1!16s%2Fg%2F11v19pz9nm!3m7!1s0x3135af51cf8a0123:0xb997f0a6241e96e!8m2!3d20.9485874!4d105.9340402!9m1!1b1!16s%2Fg%2F11v19pz9nm?entry=ttu&hl=vi"
D741,Khanh Hoa,GO Nha Trang,"https://www.google.com/maps/place/Pizza+Hut+Go+Mall+Nha+Trang/@12.2561593,109.1704626,15z/data=!4m8!3m7!1s0x31705db9a16fdf87:0xd5726462cef371ba!8m2!3d12.2561593!4d109.1704626!9m1!1b1!16s%2Fg%2F11pzhbcz55?entry=ttu&hl=vi"
E731,Khanh Hoa,PH-Nha Trang KH,"https://www.google.com/maps/place/Pizza+Hut+Nha+Trang/@12.2476221,109.1843152,17z/data=!4m8!3m7!1s0x317067801137528b:0x90fd18dcdf3f6e5a!8m2!3d12.2476169!4d109.1891808!9m1!1b1!16s%2Fg%2F11b6c9tvk1?entry=ttu&hl=vi"
E511,Kien Giang,Nguyen Trung Truc RG,"https://www.google.com/maps/place/Pizza+Hut+R%E1%BA%A1ch+Gi%C3%A1/@10.0040417,105.0849652,17z/data=!4m8!3m7!1s0x31a0b3c42ddf6181:0x8b008d7a445de0a2!8m2!3d10.0040364!4d105.0875455!9m1!1b1!16s%2Fg%2F11h5mbts_g?entry=ttu&hl=vi"
D714,Lao Cai,Go Lao Cai,"https://www.google.com/maps/place/Pizza+Hut+Go!+L%C3%A0o+Cai/@22.4381357,104.0098348,17z/data=!4m8!3m7!1s0x36cd17f46435f1a9:0xc9da8927d781dbed!8m2!3d22.4381357!4d104.0124097!9m1!1b1!16s%2Fg%2F11l2ycj9qg?entry=ttu&hl=vi"
D531,Long An,Vincom Long An,"https://www.google.com/maps/place/Pizza+Hut+Vincom+Long+An/@10.5348715,106.405756,17z/data=!4m8!3m7!1s0x310ab7e2a3ddcde1:0x99122f61a247f945!8m2!3d10.5348663!4d106.4106216!9m1!1b1!16s%2Fg%2F11h6d66sd2?entry=ttu&hl=vi"
D841,Nam Dinh,Nam Dinh Tower,"https://www.google.com/maps/place/Pizza+Hut/@20.4304497,106.1589074,17z/data=!4m8!3m7!1s0x3135e7730682fde7:0xa97b3089b8491972!8m2!3d20.4304447!4d106.1614877!9m1!1b1!16s%2Fg%2F11fh__8569?entry=ttu&hl=vi"
D872,Nghe An,BigC Vinh,"https://www.google.com/maps/place/Pizza+Hut+-+Big+C./@18.6662189,105.6718428,17z/data=!4m8!3m7!1s0x3139cf1dfda485d5:0x48b4eef2269ca20b!8m2!3d18.6662138!4d105.6744231!9m1!1b1!16s%2Fg%2F11pdrw4yh3?entry=ttu&hl=vi"
D871,Nghe An,Le Hong Phong-Vinh,"https://www.google.com/maps/place/Pizza+hut+-+Vinh/@18.6763947,105.6814732,17z/data=!4m8!3m7!1s0x3139cf952d71da91:0xec41f573ace8bef0!8m2!3d18.6763896!4d105.6840535!9m1!1b1!16s%2Fg%2F11g1mdzldd?entry=ttu&hl=vi"
D124,Ninh Binh,Go Ninh Binh,"https://www.google.com/maps/place/Pizza+Hut+Go+Ninh+B%C3%ACnh/@20.2426651,106.0015169,17z/data=!4m8!3m7!1s0x3136716c65993fc3:0x2444771e3908b6aa!8m2!3d20.2426601!4d106.0040972!9m1!1b1!16s%2Fg%2F11sdn07x7f?entry=ttu&hl=vi"
D122,Phu Tho,HappyLand Viet Tri,"https://www.google.com/maps/place/Pizza+Hut+Vi%E1%BB%87t+Tr%C3%AC/@21.3219067,105.3828398,17z/data=!4m8!3m7!1s0x31348d679a669b2b:0x9b476e843779eefc!8m2!3d21.3219017!4d105.3854201!9m1!1b1!16s%2Fg%2F11kb97m59h?entry=ttu&hl=vi"
D712,Quang Nam,MiniGo Dien Ban,"https://www.google.com/maps/place/Pizza+Hut+Mini+Go+%C4%90i%E1%BB%87n+B%C3%A0n/@15.893142,108.2559764,15z/data=!4m8!3m7!1s0x31420f4d6ffe2775:0x7ac21bc498f0dc13!8m2!3d15.893142!4d108.2559764!9m1!1b1!16s%2Fg%2F11v3qldwh7?entry=ttu&hl=vi"
D711,Quang Nam,MiniGo Tam Ky,"https://www.google.com/maps/place/Pizzahut_Go.Tam+K%E1%BB%B3/@15.5735031,108.4804801,17z/data=!4m8!3m7!1s0x3169dd3b6bb20e09:0xf3360ad5b40a1c7f!8m2!3d15.5734979!4d108.4830604!9m1!1b1!16s%2Fg%2F11pdy9clct?entry=ttu&hl=vi"
E291,Quang Ninh,PH-Ha Long,"https://www.google.com/maps/place/Pizza+Hut+H%E1%BA%A1+Long/@20.9510322,107.0822219,17z/data=!4m18!1m9!3m8!1s0x314a59821287a4cb:0x6babbb6a3f338e08!2sPizza+Hut+H%E1%BA%A1+Long!8m2!3d20.9510272!4d107.0848022!9m1!1b1!16s%2Fg%2F11jj47r8kx!3m7!1s0x314a59821287a4cb:0x6babbb6a3f338e08!8m2!3d20.9510272!4d107.0848022!9m1!1b1!16s%2Fg%2F11jj47r8kx?entry=ttu&hl=vi"
D527,Tay Ninh,MiniGo Go Dau,"https://www.google.com/maps/place/Pizza+Hut+go!+G%C3%B2+D%E1%BA%A7u/@11.0746983,106.2792423,15z/data=!4m8!3m7!1s0x310b3b77a807cdc5:0xfd249e2975e06ffb!8m2!3d11.0746983!4d106.2792423!9m1!1b1!16s%2Fg%2F11rqg0k0m1?entry=ttu&hl=vi"
D846,Thai Binh,Go Thai Binh,"https://www.google.com/maps/place/Pizza+Hut+GO!+Th%C3%A1i+B%C3%ACnh/@20.4396855,106.3193162,17z/data=!4m8!3m7!1s0x3135e58c047f9567:0xea35abb3b5777916!8m2!3d20.4396805!4d106.3218965!9m1!1b1!16s%2Fg%2F11smgkzv21?entry=ttu&hl=vi"
D112,Thai Nguyen,FCD-Thai Nguyen,"https://www.google.com/maps/place/Pizza+Hut+Th%C3%A1i+Nguy%C3%AAn/@21.5897598,105.8268373,15z/data=!4m8!3m7!1s0x31352749039b2d1f:0x3993fd44064a7990!8m2!3d21.5897598!4d105.8268373!9m1!1b1!16s%2Fg%2F11jnvbljqr?entry=ttu&hl=vi"
D861,Thanh Hoa,Vincom Thanh Hoa,"https://www.google.com/maps/place/Pizza+Hut+Vincom+Thanh+Ho%C3%A1/@19.8089156,105.7752458,17z/data=!4m8!3m7!1s0x3136f909566608a1:0xe500806db5f779ad!8m2!3d19.8089106!4d105.7778261!9m1!1b1!16s%2Fg%2F11g1_8rbbs?entry=ttu&hl=vi"
D751,Thua Thien Hue,Go Hue,"https://www.google.com/maps/place/Pizza+Hut+go!+Hu%E1%BA%BF/@16.460175,107.5943663,17z/data=!4m8!3m7!1s0x3141a16b965b8839:0x9117b4190e0e3da8!8m2!3d16.4601699!4d107.5992319!9m1!1b1!16s%2Fg%2F11rqj67fl3?entry=ttu&hl=vi"
D534,Tien Giang,My Tho - TienGiang,"https://www.google.com/maps/place/Pizza+Hut+%E1%BA%A4p+B%E1%BA%AFc+M%E1%BB%B9+Tho/@10.3645546,106.355009,17z/data=!4m8!3m7!1s0x310aafecd2297609:0x3c09b33d5a94f04b!8m2!3d10.3645493!4d106.3575893!9m1!1b1!16s%2Fg%2F11skn3z5t3?entry=ttu&hl=vi"
D843,Vinh Phuc,Vinh Yen,"https://www.google.com/maps/place/Pizza+Hut+H%C3%A0+Ti%C3%AAn+Mall+V%C4%A9nh+Y%C3%AAn/@21.3212897,105.5967712,17z/data=!4m8!3m7!1s0x3134e56830ea35ef:0xce03f137f890f6dc!8m2!3d21.3212847!4d105.5993515!9m1!1b1!16s%2Fg%2F11s9g6kt62?entry=ttu&hl=vi"
E112,HCM,PH-Crescent Mall,"https://www.google.com/maps/place/Pizza+Hut+Crescent+mall/@10.7284034,106.7157147,17z/data=!4m8!3m7!1s0x31752ff2cf03d0fd:0x61482581b9a798de!8m2!3d10.7284034!4d106.7182896!9m1!1b1!16s%2Fg%2F1hf6lh8td?entry=ttu&hl=vi"
E116,HCM,PH-Pandora,"https://www.google.com/maps/place/Pizza+Hut+Pandora/@10.806628,106.6316851,17z/data=!4m8!3m7!1s0x317529596ffc7b31:0x7539b0bcd217e7b6!8m2!3d10.806628!4d106.63426!9m1!1b1!16s%2Fg%2F12vscqgbf?entry=ttu&hl=vi"
