Store_ID,subprovince,Title,URL,Competitor
82026,HN,Dominos - NGUYEN KHANH TOAN,"https://www.google.com/maps/place/Domino's+Pizza/@21.0376051,105.7988906,17z/data=!4m8!3m7!1s0x3135ab3f19f70b27:0x10a566a54a98d9be!8m2!3d21.0376001!4d105.8014655!9m1!1b1!16s%2Fg%2F11by__6b_g?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82028,HN,Dominos - AEON MALL LONG BIEN HA NOI,"https://www.google.com/maps/place/Domino's+Pizza+AEON/@21.026902,105.8969932,17z/data=!4m18!1m9!3m8!1s0x3135a981c1b23bb1:0x7b7fea29424dc3a1!2sDomino's+Pizza+AEON!8m2!3d21.026897!4d105.8995681!9m1!1b1!16s%2Fg%2F11gv19d_kv!3m7!1s0x3135a981c1b23bb1:0x7b7fea29424dc3a1!8m2!3d21.026897!4d105.8995681!9m1!1b1!16s%2Fg%2F11gv19d_kv?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82023,HN,Dominos - XUAN LA HA NOI,"https://www.google.com/maps/place/Pizza+Domino's+Xu%C3%A2n+La/@21.0676579,105.8008283,17z/data=!4m8!3m7!1s0x3135abc3551f408b:0x712dc6b0696a0696!8m2!3d21.0676529!4d105.8034032!9m1!1b1!16s%2Fg%2F11fq1l_2hz?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82022,HN,Dominos - VAN PHU HA NOI,"https://www.google.com/maps/place/Domino's+Pizza+V%C4%83n+Ph%C3%BA/@20.9594772,105.7639261,17z/data=!4m8!3m7!1s0x3134531459584a67:0xa8638c891970fcb9!8m2!3d20.9594722!4d105.766501!9m1!1b1!16s%2Fg%2F11fq1vxk6w?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82021,HN,Dominos - HAM NGHI HA NOI,"https://www.google.com/maps/place/Domino's+Pizza+H%C3%A0m+Nghi/@21.035463,105.7596559,17z/data=!4m8!3m7!1s0x313455032bba557f:0x5b4cd0629b4edae2!8m2!3d21.035458!4d105.7622308!9m1!1b1!16s%2Fg%2F11j5v3jr1d?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82025,HN,Dominos - LINH DAM  HA NOI,"https://www.google.com/maps/place/Domino's+Pizza+Rice+City/@20.9634418,105.8206727,17z/data=!4m18!1m9!3m8!1s0x3135ad01ff0fa093:0x8deb11122080fb55!2sDomino's+Pizza+Rice+City!8m2!3d20.9634368!4d105.8232476!9m1!1b1!16s%2Fg%2F11c37k2y8c!3m7!1s0x3135ad01ff0fa093:0x8deb11122080fb55!8m2!3d20.9634368!4d105.8232476!9m1!1b1!16s%2Fg%2F11c37k2y8c?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82033,HN,Dominos - COOP MART HA DONG,,Domino
82035,HN,Dominos - LAC TRUNG,"https://www.google.com/maps/place/Domino's+Pizza+L%E1%BA%A1c+Trung/@21.002936,105.8634766,17z/data=!4m8!3m7!1s0x3135adc882d32ee9:0x75f59e89b0d0fdf9!8m2!3d21.002931!4d105.8660515!9m1!1b1!16s%2Fg%2F11s1p0dppl?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82037,HN,Dominos - THAI THINH,"https://www.google.com/maps/place/Domino%E2%80%99s+Pizza+Th%C3%A1i+Th%E1%BB%8Bnh/@21.0100781,105.8162682,17z/data=!4m8!3m7!1s0x3135ad249c866c8f:0x5e19b1e17040fb75!8m2!3d21.0100731!4d105.8188431!9m1!1b1!16s%2Fg%2F11sbb5hmm3?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82040,HN,Dominos - TAN MAI,"https://www.google.com/maps/place/Domino%E2%80%99s+Pizza+T%C3%A2n+Mai/@20.9833655,105.8444199,17z/data=!4m8!3m7!1s0x3135adfa89b6ebd1:0x93115a907b1f5719!8m2!3d20.9833605!4d105.8469948!9m1!1b1!16s%2Fg%2F11kj0cgr1x?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82044,HN,Dominos - LOTTE MALL TAY HO,"https://www.google.com/maps/place/Domino's+Pizza+Lotte+Mall+T%C3%A2y+H%E1%BB%93/@21.0760673,105.809177,17z/data=!4m8!3m7!1s0x3135ab2ea4c20787:0xdb3f9c0a11d4b752!8m2!3d21.0760623!4d105.8117519!9m1!1b1!16s%2Fg%2F11ks6wsgph?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82042,Da Nang,Dominos - NUI THANH,"https://www.google.com/maps/place/Domino's+Pizza+N%C3%BAi+Th%C3%A0nh/@16.0424814,108.2188382,17z/data=!4m8!3m7!1s0x314219096370859f:0x8c18b86312ea20d9!8m2!3d16.0424763!4d108.2214131!9m1!1b1!16s%2Fg%2F11v06gr_mz?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82043,Da Nang,Dominos - NGUYEN VAN LINH,"https://www.google.com/maps/place/Domino's+Pizza/@16.0610571,108.216021,17z/data=!4m8!3m7!1s0x314219ecaa2d61cb:0x71b4389add6341cb!8m2!3d16.061052!4d108.2185959!9m1!1b1!16s%2Fg%2F11kk85k0hd?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82016,Binh Duong,Dominos - THU DAU MOT,"https://www.google.com/maps/place/Domino's+Pizza+Th%E1%BB%A7+D%E1%BA%A7u+M%E1%BB%99t/@10.9762329,106.6550493,17z/data=!4m8!3m7!1s0x3174d1d1d519cd15:0x152a0c3da4c07394!8m2!3d10.9762276!4d106.6576242!9m1!1b1!16s%2Fg%2F11sygqpj42?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82018,Dong Nai,Dominos - PHAN TRUNG,"https://www.google.com/maps/place/Domino's+Pizza+Phan+Trung/@10.9607604,106.8471005,17z/data=!4m8!3m7!1s0x3174dd64a1a78ca1:0xf5cebcdcc689a8d5!8m2!3d10.9607551!4d106.8496754!9m1!1b1!16s%2Fg%2F11hfbxhv11?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82038,Can Tho,Dominos - MAU THAN CAN THO,"https://www.google.com/maps/place/Domino's+Pizza/@10.0345173,105.7735334,17z/data=!4m8!3m7!1s0x31a089be50a0f24f:0x1f973efae54d38fb!8m2!3d10.0345173!4d105.7735334!9m1!1b1!16s%2Fg%2F11k4hq5g48?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82031,Hai Phong,Dominos - LE HONG PHONG HP,"https://www.google.com/maps/place/Domino's+Pizza+L%C3%AA+H%E1%BB%93ng+Phong+(H%E1%BA%A3i+Ph%C3%B2ng)/@20.857198,106.6972134,17z/data=!4m8!3m7!1s0x314a7b6ce698f4db:0x6c1b0fa8577d6355!8m2!3d20.857193!4d106.6997883!9m1!1b1!16s%2Fg%2F11jh2x1zq5?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
82150,Hai Phong,Dominos - TO HIEU HP,"https://www.google.com/maps/place/Domino's+Pizza+T%C3%B4+Hi%E1%BB%87u/@20.8518296,106.6810065,17z/data=!4m8!3m7!1s0x314a7bebf4b1a4fb:0xe871d9ea0cd79538!8m2!3d20.8518246!4d106.6835814!9m1!1b1!16s%2Fg%2F11lckd65lj?authuser=0&hl=vi&entry=ttu&hl=vi",Domino
1,HCM,The Pizza Company Song Hành - TP. Thủ Đức,"https://www.google.com/maps/place/The+Pizza+Company+Song+H%C3%A0nh/@10.8007133,106.7416575,17z/data=!4m8!3m7!1s0x3175279c74f48c41:0x9af3866bac68a8a5!8m2!3d10.8007133!4d106.7416575!9m1!1b1!16s%2Fg%2F11g2xsx7w8?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
2,HCM,The Pizza Company Estella - TP. Thủ Đức,"https://www.google.com/maps/place/The+Pizza+Company+Estella+Place+Q2/@10.8020099,106.7460133,17z/data=!4m8!3m7!1s0x317527148f7c5775:0x9ca8c14b06e49cef!8m2!3d10.8020046!4d106.7485882!9m1!1b1!16s%2Fg%2F11v5bbp3b3?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
3,HCM,The Pizza Company Nguyễn Thị Minh Khai - Q.3,"https://www.google.com/maps/place/The+Pizza+Company+Nguy%E1%BB%85n+Th%E1%BB%8B+Minh+Khai/@10.7660163,106.6793851,17z/data=!4m8!3m7!1s0x31752f1f2b03cab9:0xe4514d793a031f75!8m2!3d10.766011!4d106.68196!9m1!1b1!16s%2Fg%2F11cn5lzs_2?entry=ttu&hl=vi",TPC
4,HCM,The Pizza Company Lê Văn Sỹ - Q.3,"https://www.google.com/maps/place/The+PIZZA+Company+L%C3%AA+V%C4%83n+S%E1%BB%B9/@10.7879378,106.6774201,17z/data=!4m8!3m7!1s0x31752f2a8be7876f:0x80bb024c3a5f94b!8m2!3d10.7879378!4d106.6774201!9m1!1b1!16s%2Fg%2F11bw7jrq7_?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
5,HCM,The Pizza Company Bà Hom - Q.6,"https://www.google.com/maps/place/The+Pizza+Company+B%C3%A0+Hom/@10.7550193,106.6277342,17z/data=!4m8!3m7!1s0x31752e818b3a36bb:0xb981cedd08bc2e1d!8m2!3d10.755014!4d106.6303091!9m1!1b1!16s%2Fg%2F11f3j5fs5s?entry=ttu&hl=vi",TPC
6,HCM,The Pizza Company Hậu Giang - Q.6,"https://www.google.com/maps/place/The+Pizza+Company+H%E1%BA%ADu+Giang/@10.7494446,106.6428026,17z/data=!4m8!3m7!1s0x31752f40a161e0eb:0x1d10229a5b318f38!8m2!3d10.7494393!4d106.6453775!9m1!1b1!16s%2Fg%2F11h2c2nl90?entry=ttu&hl=vi",TPC
7,HCM,The Pizza Company Huỳnh Tấn Phát - Q.7,"https://www.google.com/maps/place/The+Pizza+Company+Hu%E1%BB%B3nh+T%E1%BA%A5n+Ph%C3%A1t/@10.7486197,106.7285116,17z/data=!4m8!3m7!1s0x3175258144e18d55:0x5997a3fb17a8da2d!8m2!3d10.7486197!4d106.7285116!9m1!1b1!16s%2Fg%2F11gchx8df0?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
8,HCM,The Pizza Company Co.op Mart Huỳnh Tấn Phát - Q.7,"https://www.google.com/maps/place/The+Pizza+Company/@10.712269,106.7363238,17z/data=!4m8!3m7!1s0x317525feaf04731b:0xae4029ba8043a8fd!8m2!3d10.712269!4d106.7363238!9m1!1b1!16s%2Fg%2F11jj6tbn5s?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
9,HCM,The Pizza Company Nguyễn Đức Cảnh - Q.7,"https://www.google.com/maps/place/The+Pizza+Company/@10.7262335,106.706223,17z/data=!4m8!3m7!1s0x31752f53dc013dd7:0xfac99896f9d66bc3!8m2!3d10.7262282!4d106.7087979!9m1!1b1!16s%2Fg%2F11j2n7c9r_?entry=ttu&hl=vi",TPC
10,HCM,The Pizza Company Nguyễn Đức Cảnh - Q.7,"https://www.google.com/maps/place/The+Pizza+Company/@10.7262335,106.706223,17z/data=!4m8!3m7!1s0x31752f53dc013dd7:0xfac99896f9d66bc3!8m2!3d10.7262282!4d106.7087979!9m1!1b1!16s%2Fg%2F11j2n7c9r_?entry=ttu&hl=vi",TPC
11,HCM,The Pizza Company Crescent Mall - Q.7,"https://www.google.com/maps/place/The+Pizza+Company/@10.7290889,106.7162982,17z/data=!4m8!3m7!1s0x31752fefa2ac51b3:0xba70d21421a9a7e!8m2!3d10.7290836!4d106.7188731!9m1!1b1!16s%2Fg%2F11hfn_kqlz?entry=ttu&hl=vi",TPC
12,HCM,The Pizza Company Phạm Hùng - Q.8,"https://www.google.com/maps/place/The+Pizza+Company+Ph%E1%BA%A1m+H%C3%B9ng/@10.7386004,106.6670877,17z/data=!4m8!3m7!1s0x31752e518494a627:0x943751af1a9b6de0!8m2!3d10.7385951!4d106.6696626!9m1!1b1!16s%2Fg%2F11fx8yr57z?entry=ttu&hl=vi",TPC
13,HCM,The Pizza Company Quốc Lộ 50 - Q.8,"https://www.google.com/maps/place/The+Pizza+Company+Qu%E1%BB%91c+L%E1%BB%99+50/@10.7328399,106.6534034,17z/data=!4m8!3m7!1s0x31752f7d852db085:0x1d4aef366a491e8c!8m2!3d10.7328346!4d106.6559783!9m1!1b1!16s%2Fg%2F11j19v7b98?entry=ttu&hl=vi",TPC
14,HCM,The Pizza Company Vạn Hạnh Mall - Q.10,"https://www.google.com/maps/place/The+Pizza+Company+-+V%E1%BA%A1n+H%E1%BA%A1nh+Mall/@10.7704521,106.6673663,17z/data=!4m8!3m7!1s0x31752eddde073a59:0x7ee393eaccbe82e7!8m2!3d10.7704468!4d106.6699412!9m1!1b1!16s%2Fg%2F11gff4_0y0?entry=ttu&hl=vi",TPC
15,HCM,The Pizza Company Hòa Bình - Q.11,"https://www.google.com/maps/place/The+Pizza+Company+H%C3%B2a+B%C3%ACnh/@10.7686426,106.636322,17z/data=!4m8!3m7!1s0x31752e9764e303e3:0x77d285d56c1346eb!8m2!3d10.7686373!4d106.6388969!9m1!1b1!16s%2Fg%2F11gchmctzg?entry=ttu&hl=vi",TPC
16,HCM,The Pizza Company Nguyễn Gia Trí - Q. Bình Thạnh,"https://www.google.com/maps/place/The+Pizza+Company/@10.8061427,106.7133129,17z/data=!4m8!3m7!1s0x317528a46b936c11:0xf6cba2081707374e!8m2!3d10.8061374!4d106.7158878!9m1!1b1!16s%2Fg%2F11f2wbxvgw?entry=ttu&hl=vi",TPC
17,HCM,The Pizza Company Hoàng Hoa Thám - Q. Bình Thạnh,"https://www.google.com/maps/place/The+Pizza+Company/@10.8049179,106.6891252,17z/data=!4m8!3m7!1s0x317529ae098ea937:0x9228e70ede4e9f92!8m2!3d10.8049126!4d106.6917001!9m1!1b1!16s%2Fg%2F11gmj31dxm?entry=ttu&hl=vi",TPC
18,HCM,The Pizza Company Lê Đại Hành - Q.11,"https://www.google.com/maps/place/The+Pizza+Company+Ph%C3%BA+Th%E1%BB%8D/@10.7689578,106.6527842,17z/data=!4m8!3m7!1s0x31752e954b3ea7f9:0xedd2c1234d496fd0!8m2!3d10.7689578!4d106.6527842!9m1!1b1!16s%2Fg%2F11crzp1nh2?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
19,HCM,The Pizza Company Thống Nhất - Q. Gò Vấp,"https://www.google.com/maps/place/The+Pizza+Company+Th%E1%BB%91ng+Nh%E1%BA%A5t/@10.8455867,106.6623344,17z/data=!4m8!3m7!1s0x3175293e9a31929b:0x918f78457428dd5f!8m2!3d10.8455814!4d106.6649093!9m1!1b1!16s%2Fg%2F11ghpznzxs?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
20,HCM,The Pizza Company Quang Trung - Q. Gò Vấp,"https://www.google.com/maps/place/The+Pizza+Company+(CN+Quang+Trung)./@10.8361051,106.6578534,17z/data=!4m8!3m7!1s0x317529a769fa33ff:0xe7f7c10bd85f0ddf!8m2!3d10.8360998!4d106.6604283!9m1!1b1!16s%2Fg%2F11dym7q806?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
21,HCM,The Pizza Company Phan Văn Trị - Q. Gò Vấp,"https://www.google.com/maps/place/The+Pizza+Company+Phan+V%C4%83n+Tr%E1%BB%8B/@10.8250775,106.6878254,17z/data=!4m18!1m9!3m8!1s0x317528f97cc99aa9:0xc2088efa1053001a!2sThe+Pizza+Company+Phan+V%C4%83n+Tr%E1%BB%8B!8m2!3d10.8250722!4d106.6904003!9m1!1b1!16s%2Fg%2F11d_1vylnc!3m7!1s0x317528f97cc99aa9:0xc2088efa1053001a!8m2!3d10.8250722!4d106.6904003!9m1!1b1!16s%2Fg%2F11d_1vylnc?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
22,HCM,The Pizza Company Võ Văn Ngân - TP. Thủ Đức,"https://www.google.com/maps/place/The+Pizza+Company/@10.8510671,106.7539634,17z/data=!4m8!3m7!1s0x317527bd7c635965:0xea94f81563e388bf!8m2!3d10.8510618!4d106.7565383!9m1!1b1!16s%2Fg%2F11cr_qxsw7?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
23,HCM,The Pizza Company Sense City Phạm Văn Đồng - TP. Thủ Đức,"https://www.google.com/maps/place/The+Pizza+Company/@10.8278775,106.7192688,17z/data=!4m8!3m7!1s0x3175277d2228152f:0x816c93e890f8de7c!8m2!3d10.8278722!4d106.7218437!9m1!1b1!16s%2Fg%2F11fj6pmvgf?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
24,HCM,The Pizza Company Tân Sơn Nhì - Q. Tân Phú,"https://www.google.com/maps/place/The+Pizza+Company+T%C3%A2n+S%C6%A1n+Nh%C3%AC/@10.7935293,106.6258,17z/data=!4m8!3m7!1s0x31752bfff0815ff7:0xf2d959430958701b!8m2!3d10.793524!4d106.6283749!9m1!1b1!16s%2Fg%2F11c33w67jp?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
25,HCM,The Pizza Company Lê Văn Sỹ - Q. Tân Bình,"https://www.google.com/maps/place/The+Pizza+Company/@10.7996451,106.6608888,17z/data=!4m8!3m7!1s0x31752931e2fe3e2b:0xb840d4105f5d4051!8m2!3d10.7996451!4d106.6608888!9m1!1b1!16s%2Fg%2F11f1wbxq40?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
26,HCM,The Pizza Company Nguyễn Sơn - Q. Tân Phú,"https://www.google.com/maps/place/The+Pizza+Company+Nguy%E1%BB%85n+S%C6%A1n/@10.7838942,106.6202029,17z/data=!4m8!3m7!1s0x31752c0498ad220f:0x1cab538980375f8c!8m2!3d10.7838889!4d106.6227778!9m1!1b1!16s%2Fg%2F11c56gdd8j?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
27,HCM,The Pizza Company AEON Mall Tân Phú - Q. Tân Phú,"https://www.google.com/maps/place/The+Pizza+Company+Aeon+Mall+T%C3%A2n+Ph%C3%BA/@10.8010878,106.6131969,17z/data=!4m8!3m7!1s0x31752bbc0cf96b11:0x1171fbb741f9b7dd!8m2!3d10.8010825!4d106.6157718!9m1!1b1!16s%2Fg%2F11flzl0wxg?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
28,HCM,The Pizza Company Lê Văn Quới - Q. Bình Tân,"https://www.google.com/maps/place/The+Pizza+Company+L%C3%AA+V%C4%83n+Qu%E1%BB%9Bi/@10.7754479,106.6119096,17z/data=!4m8!3m7!1s0x31752c170075d56d:0xa6d172f96065b061!8m2!3d10.7754426!4d106.6144845!9m1!1b1!16s%2Fg%2F11hcfjlxl7?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
29,HCM,The Pizza Company Nguyễn Ảnh Thủ - Huyện Hóc Môn,"https://www.google.com/maps/place/The+Pizza+Company/@10.8641612,106.6104755,17z/data=!4m8!3m7!1s0x31752a16c85f9c17:0xa47bb479a830f6e7!8m2!3d10.8641559!4d106.6130504!9m1!1b1!16s%2Fg%2F11c0qgrdnc?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
30,Dong Nai,The Pizza Company Vincom Biên Hòa - TP. Biên Hoà,"https://www.google.com/maps/place/The+Pizza+Company+Vincom+Bi%C3%AAn+H%C3%B2a/@10.9575755,106.8407083,17z/data=!4m8!3m7!1s0x3174dc2048bb90fd:0x4ed7d5ca7b627929!8m2!3d10.9575702!4d106.8432832!9m1!1b1!16s%2Fg%2F11c1v8xttt?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
31,Long Xuyen,The Pizza Company Vincom Long Xuyên - TP. Long Xuyên,"https://www.google.com/maps/place/The+Pizza+Company+Vincom+An+Giang/@10.383628,105.4346621,17z/data=!4m8!3m7!1s0x310a731202184e8d:0x33483b782e8effe4!8m2!3d10.3836227!4d105.437237!9m1!1b1!16s%2Fg%2F11j57145tn?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
32,Ben Tre,The Pizza Company Sense City Bến Tre - TP. Bến Tre,"https://www.google.com/maps/place/The+Pizza+Company/@10.2413729,106.3765869,17z/data=!4m8!3m7!1s0x310aa8f61cea8549:0x389949f52dd36548!8m2!3d10.2413729!4d106.3765869!9m1!1b1!16s%2Fg%2F11cm2k1tcr?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
33,Can Tho,The Pizza Company Sense City Cần Thơ - Q. Ninh Kiều,"https://www.google.com/maps/place/The+Pizza+Company+Ng%C3%B4+V%C4%83n+S%E1%BB%9F/@10.0343905,105.7832712,17z/data=!4m8!3m7!1s0x31a062a1ba7d4577:0x9f9fffc76943e2b8!8m2!3d10.0343852!4d105.7858461!9m1!1b1!16s%2Fg%2F11f00n6vg4?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
34,Tien Giang,The Pizza Company Big C Mỹ Tho - TP. Mỹ Tho,"https://www.google.com/maps/place/The+Pizza+Company+Big+C+M%E1%BB%B9+Tho/@10.3587058,106.3388925,17z/data=!4m8!3m7!1s0x310aa538c0e3a409:0xf96266e0cd8f2032!8m2!3d10.3587005!4d106.3414674!9m1!1b1!16s%2Fg%2F11gjxr3cz9?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
35,Lam Dong,The Pizza Company Khu Hòa Bình - TP. Đà Lạt,"https://www.google.com/maps/place/The+Pizza+Company/@11.9427539,108.4329209,17z/data=!4m8!3m7!1s0x3171137287b126d9:0xa48fad7f4577d8c!8m2!3d11.9427487!4d108.4354958!9m1!1b1!16s%2Fg%2F11fqymdhtv?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
36,Lam Dong,The Pizza Company Co.opmart Bảo Lộc - TP. Bảo Lộc,"https://www.google.com/maps/place/The+Pizza+Company+Co.opmart+B%E1%BA%A3o+L%E1%BB%99c/@11.5442226,107.8001776,17z/data=!4m8!3m7!1s0x3173f7bbf184d39b:0xf1eeba8f0ec45760!8m2!3d11.5442174!4d107.8027525!9m1!1b1!16s%2Fg%2F11vkz0gnm5?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
37,Dak Lak,The Pizza Company Vincom Buôn Ma Thuột - TP. Buôn Ma Thuột,"https://www.google.com/maps/place/The+Pizza+Company+Vincom+Bu%C3%B4n+Ma+Thu%E1%BB%99t/@12.6817783,108.0414394,17z/data=!4m8!3m7!1s0x31721d7f1a43ec2f:0xdce821ad923060fe!8m2!3d12.6817731!4d108.0440143!9m1!1b1!16s%2Fg%2F11cmcw5j5l?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
38,Dak Lak,The Pizza Company Co.op Mart Buôn Ma Thuột - TP. Buôn Ma Thuột,"https://www.google.com/maps/place/The+Pizza+Company/@12.6918592,108.0618424,17z/data=!4m8!3m7!1s0x3171f7c50282f4fb:0x6a9ec1e946fd73ce!8m2!3d12.6918592!4d108.0618424!9m1!1b1!16s%2Fg%2F11hbb_vk8g?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
39,Ba Ria Vung  Tau,The Pizza Company Võ Thị Sáu - TP. Vũng Tàu,"https://www.google.com/maps/place/The+Pizza+Company/@10.3361609,107.0835505,17z/data=!4m8!3m7!1s0x31756f97abcceeb1:0xb9b79b787104c461!8m2!3d10.3361556!4d107.0861254!9m1!1b1!16s%2Fg%2F11fb2nzryk?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
40,Ba Ria Vung  Tau,The Pizza Company Hạ Long - TP. Vũng Tàu,"https://www.google.com/maps/place/The+Pizza+Company/@10.3401608,107.0700675,17z/data=!4m8!3m7!1s0x31756f8c08f0e7bd:0x69edebf7352f1b65!8m2!3d10.3401555!4d107.0726424!9m1!1b1!16s%2Fg%2F11hb8lxqk8?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
41,Ha Noi,The Pizza Company Times City - Q. Hai Bà Trưng,"https://www.google.com/maps/place/The+Pizza+Company/@20.9963423,105.8664128,17z/data=!3m1!5s0x3135ac04b9b651ed:0xcf7ee1e517b8bb2d!4m8!3m7!1s0x3135ad8f2e3d0845:0xd72e6dff6a8fd6a1!8m2!3d20.9963373!4d105.8689877!9m1!1b1!16s%2Fg%2F11f9y23lxx?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
42,Ha Noi,The Pizza Company Đoàn Trần Nghiệp - Q. Hai Bà Trưng,"https://www.google.com/maps/place/The+Pizza+Company/@21.0119243,105.8467249,17z/data=!4m8!3m7!1s0x3135ab8ba1db288d:0xb1a80bcd00eae5d3!8m2!3d21.0119193!4d105.8492998!9m1!1b1!16s%2Fg%2F11cjp9vtv2?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
43,Ha Noi,The Pizza Company Xuân Diệu - Q. Tây Hồ,"https://www.google.com/maps/place/The+Pizza+Company/@21.0628456,105.8266709,17z/data=!4m8!3m7!1s0x3135aa561ec39dbf:0x4e4733b9aad79a27!8m2!3d21.0628406!4d105.8292458!9m1!1b1!16s%2Fg%2F11h0t_6c4?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
44,Ha Noi,The Pizza Company Vincom Bắc Từ Liêm - Q. Bắc Từ Liêm,"https://www.google.com/maps/place/The+Pizza+Company/@21.0530342,105.7775207,17z/data=!4m8!3m7!1s0x313454d33934b713:0xa9bac075339832c!8m2!3d21.0530292!4d105.7800956!9m1!1b1!16s%2Fg%2F11c7s9bnwn?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
45,Ha Noi,The Pizza Company Vincom Royal City - Q. Thanh Xuân,"https://www.google.com/maps/place/The+Pizza+Company/@21.0031427,105.8122963,17z/data=!3m1!5s0x3135ac9b1945eb89:0xcf7ee1e56ba6d786!4m8!3m7!1s0x3135ac9b13bbc56f:0xc657c245c5ff794c!8m2!3d21.0031377!4d105.8148712!9m1!1b1!16s%2Fg%2F11g9gk3d_2?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
46,Ha Noi,The Pizza Company AEON Mall Long Biên - Q. Long Biên,"https://www.google.com/maps/place/The+Pizza+Company+Aeon+Mall+Long+Bien/@21.0267918,105.8977449,17z/data=!4m8!3m7!1s0x3135a9154743624b:0x28a32c3709061f4e!8m2!3d21.0267868!4d105.9003198!9m1!1b1!16s%2Fg%2F11d_ym26td?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
47,Ha Noi,The Pizza Company AEON Mall Hà Đông - Q. Hà Đông,"https://www.google.com/maps/place/The+Pizza+Company/@20.989737,105.7488855,17z/data=!4m8!3m7!1s0x31345382f3d7819f:0xea093fec8c28c743!8m2!3d20.989732!4d105.7514604!9m1!1b1!16s%2Fg%2F11j154pxmj?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
48,Ha Noi,The Pizza Company Nguyễn Cơ Thạch - Q. Nam Từ Liêm,"https://www.google.com/maps/place/The+Pizza+Company/@21.0350883,105.7633071,17z/data=!4m8!3m7!1s0x31345543e607b4e1:0xf2f939ca28a67f00!8m2!3d21.0350833!4d105.765882!9m1!1b1!16s%2Fg%2F11jgdy509x?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
49,Ha Noi,The Pizza Company Linh Đàm - Q. Hoàng Mai,"https://www.google.com/maps/place/The+Pizza+Company/@20.963389,105.8227772,17z/data=!4m8!3m7!1s0x3135adb31572e093:0x6d1882f6f1e5c081!8m2!3d20.963384!4d105.8253521!9m1!1b1!16s%2Fg%2F11jbj8q2bv?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
50,Ha Noi,The Pizza Company Trần Duy Hưng - Q. Cầu Giấy,"https://www.google.com/maps/place/The+Pizza+Company/@21.0072741,105.7939231,17z/data=!4m8!3m7!1s0x3135ad294510dd6d:0x20dac2c3127abde7!8m2!3d21.0072691!4d105.796498!9m1!1b1!16s%2Fg%2F11h6t_jm1w?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
